KEY_CODE,PREF_N,CITY_N,KCITY_N,AGRI_N,T001040001,T001040002,T001040003,T001040004,T001040005,T001040006,T001040007,T001040008,T001040009,T001040010,T001040011,T001040012,T001040013,T001040014,T001040015,T001040016
1620102005,富山県,富山市,（呉羽）・（五福）,鵯島,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620103000,富山県,富山市,（櫻谷）,,9,2,-,1,1,-,-,-,1,-,-,1,-,-,7,7
1620103001,富山県,富山市,（櫻谷）,石坂,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620103002,富山県,富山市,（櫻谷）,五艘,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620103003,富山県,富山市,（櫻谷）,田刈屋,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620103004,富山県,富山市,（櫻谷）,安養坊,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620103005,富山県,富山市,（櫻谷）,牛島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620103006,富山県,富山市,（櫻谷）,神中,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620103007,富山県,富山市,（櫻谷）,橋北・磯部,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620104000,富山県,富山市,（東部）,,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620104001,富山県,富山市,（東部）,中市,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620104002,富山県,富山市,（東部）,長江,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620104003,富山県,富山市,（東部）,西長江,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620104004,富山県,富山市,（東部）,石金・舘出,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620104005,富山県,富山市,（東部）,清水元町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620104006,富山県,富山市,（東部）,西公文名,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620105000,富山県,富山市,（新庄）,,45,-,-,-,-,-,-,-,-,-,-,-,-,-,45,45
1620105001,富山県,富山市,（新庄）,西新庄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620105002,富山県,富山市,（新庄）,荒川,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620105003,富山県,富山市,（新庄）,経堂,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620105004,富山県,富山市,（新庄）,新庄新町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620105005,富山県,富山市,（新庄）,新庄町,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620105006,富山県,富山市,（新庄）,上飯野,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620105007,富山県,富山市,（新庄）,向新庄,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620105008,富山県,富山市,（新庄）,五本榎,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620105009,富山県,富山市,（新庄）,金泉寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620105010,富山県,富山市,（新庄）,手屋,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620105011,富山県,富山市,（新庄）,宮成新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620105012,富山県,富山市,（新庄）,一本木,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620105013,富山県,富山市,（新庄）,綾田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620105014,富山県,富山市,（新庄）,田中,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620106000,富山県,富山市,（島）,,63,1,1,-,-,-,-,-,-,-,-,-,-,-,62,62
1620106001,富山県,富山市,（島）,大島,27,1,1,-,-,-,-,-,-,-,-,-,-,-,26,26
1620106002,富山県,富山市,（島）,金代,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620106003,富山県,富山市,（島）,開,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620106004,富山県,富山市,（島）,藤木,18,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18
1620106005,富山県,富山市,（島）,中間島,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620106006,富山県,富山市,（島）,日俣,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620106007,富山県,富山市,（島）,朝日,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620107000,富山県,富山市,（針原）,,74,4,4,-,-,-,-,-,-,-,-,-,-,-,70,70
1620107001,富山県,富山市,（針原）,針原中町,5,1,1,-,-,-,-,-,-,-,-,-,-,-,4,4
1620107002,富山県,富山市,（針原）,三上,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620107003,富山県,富山市,（針原）,小西,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620107004,富山県,富山市,（針原）,宮町,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620107005,富山県,富山市,（針原）,楠木,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620107006,富山県,富山市,（針原）,下飯野,7,1,1,-,-,-,-,-,-,-,-,-,-,-,6,6
1620107007,富山県,富山市,（針原）,道正,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620107008,富山県,富山市,（針原）,高島,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620107009,富山県,富山市,（針原）,野中,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620107010,富山県,富山市,（針原）,宮条,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620107011,富山県,富山市,（針原）,町袋,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620107012,富山県,富山市,（針原）,宮成,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620108000,富山県,富山市,（浜黒崎）,,53,4,2,2,1,-,1,-,-,-,-,-,-,-,49,49
1620108001,富山県,富山市,（浜黒崎）,浜黒崎,13,2,-,2,1,-,1,-,-,-,-,-,-,-,11,11
1620108002,富山県,富山市,（浜黒崎）,日方江,23,1,1,-,-,-,-,-,-,-,-,-,-,-,22,22
1620108003,富山県,富山市,（浜黒崎）,針日,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620108004,富山県,富山市,（浜黒崎）,野田,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620108005,富山県,富山市,（浜黒崎）,平榎,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620108006,富山県,富山市,（浜黒崎）,横越,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620109000,富山県,富山市,（大広田）,,26,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26
1620109001,富山県,富山市,（大広田）,海岸通,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620109002,富山県,富山市,（大広田）,田畑,18,-,-,-,-,-,-,-,-,-,-,-,-,-,18,18
1620109003,富山県,富山市,（大広田）,中田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620109004,富山県,富山市,（大広田）,森,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620109005,富山県,富山市,（大広田）,蓮町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620109006,富山県,富山市,（大広田）,千原崎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620109007,富山県,富山市,（大広田）,岩瀬町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620109008,富山県,富山市,（大広田）,西宮町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620110000,富山県,富山市,（豊田）,,38,1,-,1,1,-,-,-,-,-,-,-,-,-,37,37
1620110001,富山県,富山市,（豊田）,粟島,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620110002,富山県,富山市,（豊田）,下冨居,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620110003,富山県,富山市,（豊田）,豊田,6,1,-,1,1,-,-,-,-,-,-,-,-,-,5,5
1620110004,富山県,富山市,（豊田）,水落,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620110005,富山県,富山市,（豊田）,米田,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620110006,富山県,富山市,（豊田）,犬島,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620110007,富山県,富山市,（豊田）,城川原,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620110008,富山県,富山市,（豊田）,上野新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620111000,富山県,富山市,（広田）,,46,1,-,1,1,-,-,-,-,-,-,-,-,-,45,45
1620111001,富山県,富山市,（広田）,新屋,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620111002,富山県,富山市,（広田）,飯野,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19
1620111003,富山県,富山市,（広田）,鍋田,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620111004,富山県,富山市,（広田）,中冨居,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620111005,富山県,富山市,（広田）,上冨居,4,1,-,1,1,-,-,-,-,-,-,-,-,-,3,3
1620111006,富山県,富山市,（広田）,上赤江,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620111007,富山県,富山市,（広田）,下赤江,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620112000,富山県,富山市,（神明）,,72,-,-,-,-,-,-,-,-,-,-,-,-,-,72,72
1620112001,富山県,富山市,（神明）,下野,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21
1620112002,富山県,富山市,（神明）,高田,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620112003,富山県,富山市,（神明）,久郷,32,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32
1620112004,富山県,富山市,（神明）,羽根,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620112005,富山県,富山市,（神明）,有沢,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620113000,富山県,富山市,（山室）,,87,-,-,-,-,-,-,-,-,-,-,-,-,-,87,87
1620113001,富山県,富山市,（山室）,公文名,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620113002,富山県,富山市,（山室）,山室,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620113003,富山県,富山市,（山室）,高屋敷,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620113004,富山県,富山市,（山室）,中川原,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620113005,富山県,富山市,（山室）,山室荒屋,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620113006,富山県,富山市,（山室）,西野新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620113007,富山県,富山市,（山室）,流杉,25,-,-,-,-,-,-,-,-,-,-,-,-,-,25,25
1620113008,富山県,富山市,（山室）,古寺,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620113009,富山県,富山市,（山室）,町村,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620113010,富山県,富山市,（山室）,天正寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620113011,富山県,富山市,（山室）,秋吉,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620113012,富山県,富山市,（山室）,東流杉,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620114000,富山県,富山市,（堀川）,,73,1,-,1,1,-,-,-,-,-,-,-,-,-,72,72
1620114001,富山県,富山市,（堀川）,大町,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620114002,富山県,富山市,（堀川）,下堀,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620114003,富山県,富山市,（堀川）,堀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620114004,富山県,富山市,（堀川）,上新保,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620114005,富山県,富山市,（堀川）,本郷新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620114006,富山県,富山市,（堀川）,大泉,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620114007,富山県,富山市,（堀川）,小泉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620114008,富山県,富山市,（堀川）,太郎丸,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620114009,富山県,富山市,（堀川）,西田地方,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620114010,富山県,富山市,（堀川）,根塚町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620114011,富山県,富山市,（堀川）,二口町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620114012,富山県,富山市,（堀川）,今泉,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620114013,富山県,富山市,（堀川）,掛尾町,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620114014,富山県,富山市,（堀川）,堀川町,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620114015,富山県,富山市,（堀川）,本郷町,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620114016,富山県,富山市,（堀川）,布瀬,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620114017,富山県,富山市,（堀川）,西中野・東中野,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620115000,富山県,富山市,（蜷川）,,85,3,-,2,2,-,-,-,1,1,-,-,-,-,82,80
1620115001,富山県,富山市,（蜷川）,赤田,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620115002,富山県,富山市,（蜷川）,二俣,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620115003,富山県,富山市,（蜷川）,小杉,11,1,-,-,-,-,-,-,1,1,-,-,-,-,10,9
1620115004,富山県,富山市,（蜷川）,布市,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15,14
1620115005,富山県,富山市,（蜷川）,上袋,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620115006,富山県,富山市,（蜷川）,黒瀬,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620115007,富山県,富山市,（蜷川）,八日町,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620115008,富山県,富山市,（蜷川）,黒崎,14,2,-,2,2,-,-,-,-,-,-,-,-,-,12,12
1620115009,富山県,富山市,（蜷川）,蜷川,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620115010,富山県,富山市,（蜷川）,朝菜町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620116000,富山県,富山市,（太田）,,164,3,1,2,1,-,1,-,-,-,-,-,-,-,161,159
1620116001,富山県,富山市,（太田）,西番第一,15,1,1,-,-,-,-,-,-,-,-,-,-,-,14,14
1620116002,富山県,富山市,（太田）,西番第二,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19
1620116003,富山県,富山市,（太田）,西番第三,9,1,-,1,1,-,-,-,-,-,-,-,-,-,8,8
1620116004,富山県,富山市,（太田）,大場,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620116005,富山県,富山市,（太田）,城村,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3
1620116006,富山県,富山市,（太田）,八川,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620116007,富山県,富山市,（太田）,石屋,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6
1620116008,富山県,富山市,（太田）,新名,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620116009,富山県,富山市,（太田）,中屋,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13
1620116010,富山県,富山市,（太田）,関,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19
1620116011,富山県,富山市,（太田）,太田南町,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620116012,富山県,富山市,（太田）,太田中区,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620116013,富山県,富山市,（太田）,太田北区,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620116014,富山県,富山市,（太田）,大宮町,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620116015,富山県,富山市,（太田）,横内,17,1,-,1,-,-,1,-,-,-,-,-,-,-,16,16
1620117000,富山県,富山市,月岡村２－１,,147,3,-,1,1,-,-,-,2,2,-,-,-,-,144,143
1620117001,富山県,富山市,月岡村２－１,月岡町一丁目,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620117002,富山県,富山市,月岡村２－１,月岡町二丁目,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620117003,富山県,富山市,月岡村２－１,月岡町三丁目,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20
1620117004,富山県,富山市,月岡村２－１,月岡町四丁目,12,2,-,-,-,-,-,-,2,2,-,-,-,-,10,10
1620117005,富山県,富山市,月岡村２－１,月岡町五丁目,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11
1620117006,富山県,富山市,月岡村２－１,月岡町六丁目,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620117007,富山県,富山市,月岡村２－１,開発,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620117008,富山県,富山市,月岡村２－１,上千俵,33,-,-,-,-,-,-,-,-,-,-,-,-,-,33,33
1620117009,富山県,富山市,月岡村２－１,上布目,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620117010,富山県,富山市,月岡村２－１,中布目,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620117011,富山県,富山市,月岡村２－１,上今町,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620117012,富山県,富山市,月岡村２－１,大井,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620117013,富山県,富山市,月岡村２－１,青柳,10,1,-,1,1,-,-,-,-,-,-,-,-,-,9,9
1620118000,富山県,富山市,熊野村,,158,3,-,3,3,-,-,-,-,-,-,-,-,-,155,151
1620118001,富山県,富山市,熊野村,宮保,5,1,-,1,1,-,-,-,-,-,-,-,-,-,4,4
1620118002,富山県,富山市,熊野村,辰尾,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620118003,富山県,富山市,熊野村,悪王寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620118004,富山県,富山市,熊野村,小中,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620118005,富山県,富山市,熊野村,上野,14,1,-,1,1,-,-,-,-,-,-,-,-,-,13,13
1620118006,富山県,富山市,熊野村,下熊野,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620118007,富山県,富山市,熊野村,島田,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620118008,富山県,富山市,熊野村,安養寺,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620118009,富山県,富山市,熊野村,上熊野,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21,21
1620118010,富山県,富山市,熊野村,青柳新,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620118011,富山県,富山市,熊野村,杉瀬,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620118012,富山県,富山市,熊野村,牧田,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620118013,富山県,富山市,熊野村,林崎,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620118014,富山県,富山市,熊野村,江本,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,11
1620118015,富山県,富山市,熊野村,森田,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7
1620118016,富山県,富山市,熊野村,千俵町,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620118017,富山県,富山市,熊野村,吉岡,8,1,-,1,1,-,-,-,-,-,-,-,-,-,7,7
1620118018,富山県,富山市,熊野村,上栄,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6
1620118019,富山県,富山市,熊野村,経力,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620118020,富山県,富山市,熊野村,南金屋,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620118021,富山県,富山市,熊野村,石田,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620119000,富山県,富山市,新保村,,98,5,1,3,3,-,-,-,1,1,-,-,-,-,93,93
1620119001,富山県,富山市,新保村,萩原,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620119002,富山県,富山市,新保村,塚原,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620119003,富山県,富山市,新保村,西荒屋,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620119004,富山県,富山市,新保村,才覚寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620119005,富山県,富山市,新保村,経田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620119006,富山県,富山市,新保村,秋ケ島,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620119007,富山県,富山市,新保村,友杉,13,1,-,1,1,-,-,-,-,-,-,-,-,-,12,12
1620119008,富山県,富山市,新保村,任海,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620119009,富山県,富山市,新保村,新保,28,1,-,-,-,-,-,-,1,1,-,-,-,-,27,27
1620119010,富山県,富山市,新保村,吉倉,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620119011,富山県,富山市,新保村,押上,9,1,-,1,1,-,-,-,-,-,-,-,-,-,8,8
1620119012,富山県,富山市,新保村,福居,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620119013,富山県,富山市,新保村,惣在寺,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620119014,富山県,富山市,新保村,南中田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620119015,富山県,富山市,新保村,上栗山,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620119016,富山県,富山市,新保村,下栗山,5,1,-,1,1,-,-,-,-,-,-,-,-,-,4,4
1620120000,富山県,富山市,四方町,,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620120001,富山県,富山市,四方町,四方,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620121000,富山県,富山市,八幡村,,72,5,4,1,1,-,-,-,-,-,-,-,-,-,67,67
1620121001,富山県,富山市,八幡村,利波,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620121002,富山県,富山市,八幡村,八町,12,2,2,-,-,-,-,-,-,-,-,-,-,-,10,10
1620121003,富山県,富山市,八幡村,八幡,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620121004,富山県,富山市,八幡村,今市,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620121005,富山県,富山市,八幡村,草島,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620121006,富山県,富山市,八幡村,金山新,10,2,1,1,1,-,-,-,-,-,-,-,-,-,8,8
1620121007,富山県,富山市,八幡村,田尻,7,1,1,-,-,-,-,-,-,-,-,-,-,-,6,6
1620121008,富山県,富山市,八幡村,寺島,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620121009,富山県,富山市,八幡村,宮尾,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13
1620121010,富山県,富山市,八幡村,松木,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620121011,富山県,富山市,八幡村,百塚,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620122000,富山県,富山市,倉垣村,,52,-,-,-,-,-,-,-,-,-,-,-,-,-,52,50
1620122001,富山県,富山市,倉垣村,布目,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19
1620122002,富山県,富山市,倉垣村,打出,16,-,-,-,-,-,-,-,-,-,-,-,-,-,16,15
1620122003,富山県,富山市,倉垣村,荒屋,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17,16
1620123000,富山県,富山市,水橋町,,88,3,2,1,1,-,-,-,-,-,-,-,-,-,85,85
1620123001,富山県,富山市,水橋町,伊勢領,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620123002,富山県,富山市,水橋町,下砂子坂新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620123003,富山県,富山市,水橋町,下砂子坂,9,1,1,-,-,-,-,-,-,-,-,-,-,-,8,8
1620123004,富山県,富山市,水橋町,上砂子坂,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620123005,富山県,富山市,水橋町,五郎丸,8,1,1,-,-,-,-,-,-,-,-,-,-,-,7,7
1620123006,富山県,富山市,水橋町,小池,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620123007,富山県,富山市,水橋町,鏡田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620123008,富山県,富山市,水橋町,桜木,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620123009,富山県,富山市,水橋町,上桜木,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620123010,富山県,富山市,水橋町,恋塚,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620123011,富山県,富山市,水橋町,石政,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
