KEY_CODE,PREF_N,CITY_N,KCITY_N,AGRI_N,T001040001,T001040002,T001040003,T001040004,T001040005,T001040006,T001040007,T001040008,T001040009,T001040010,T001040011,T001040012,T001040013,T001040014,T001040015,T001040016
1620156018,富山県,富山市,音川村,高山,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620157000,富山県,富山市,山田村,,69,5,1,2,2,-,-,-,2,2,-,-,-,-,64,51
1620157001,富山県,富山市,山田村,深道,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157002,富山県,富山市,山田村,数納,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157003,富山県,富山市,山田村,若狭,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157004,富山県,富山市,山田村,居舟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157005,富山県,富山市,山田村,鍋谷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157006,富山県,富山市,山田村,谷,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157007,富山県,富山市,山田村,若土,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,2
1620157008,富山県,富山市,山田村,鎌倉,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157009,富山県,富山市,山田村,北山,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157010,富山県,富山市,山田村,小谷,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157011,富山県,富山市,山田村,赤目谷,6,1,-,1,1,-,-,-,-,-,-,-,-,-,5,5
1620157012,富山県,富山市,山田村,湯,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,2
1620157013,富山県,富山市,山田村,中村,5,2,-,-,-,-,-,-,2,2,-,-,-,-,3,-
1620157014,富山県,富山市,山田村,小島,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3
1620157015,富山県,富山市,山田村,上中瀬,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620157016,富山県,富山市,山田村,中瀬,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157017,富山県,富山市,山田村,白井谷,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620157018,富山県,富山市,山田村,沼又,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620157019,富山県,富山市,山田村,牧,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620157020,富山県,富山市,山田村,清水,4,2,1,1,1,-,-,-,-,-,-,-,-,-,2,2
1620157021,富山県,富山市,山田村,今山田,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5
1620157022,富山県,富山市,山田村,宿坊,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,4
1620157023,富山県,富山市,山田村,沢連,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,7
1620157024,富山県,富山市,山田村,柳川,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620157025,富山県,富山市,山田村,高清水,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620158000,富山県,富山市,細入村,,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620158001,富山県,富山市,細入村,西笹津,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620158002,富山県,富山市,細入村,岩稲,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620158003,富山県,富山市,細入村,割山,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620158004,富山県,富山市,細入村,楡原,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620158005,富山県,富山市,細入村,庵谷,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620158006,富山県,富山市,細入村,片掛,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620158007,富山県,富山市,細入村,猪谷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620158008,富山県,富山市,細入村,蟹寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620158009,富山県,富山市,細入村,加賀沢,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620200000,富山県,高岡市,,,1451,86,57,25,22,-,3,-,4,4,-,-,-,-,1365,1352
1620201000,富山県,高岡市,（横田）,,137,2,-,2,2,-,-,-,-,-,-,-,-,-,135,133
1620201001,富山県,高岡市,（横田）,長慶寺,32,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32
1620201002,富山県,高岡市,（横田）,長江,19,-,-,-,-,-,-,-,-,-,-,-,-,-,19,19
1620201003,富山県,高岡市,（横田）,波岡,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17
1620201004,富山県,高岡市,（横田）,早川,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6
1620201005,富山県,高岡市,（横田）,北島,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620201006,富山県,高岡市,（横田）,羽広,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620201007,富山県,高岡市,（横田）,博労町,3,2,-,2,2,-,-,-,-,-,-,-,-,-,1,1
1620201008,富山県,高岡市,（横田）,千石町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620201009,富山県,高岡市,（横田）,横田,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,5
1620201010,富山県,高岡市,（横田）,下窪,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620201011,富山県,高岡市,（横田）,四屋,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20
1620201012,富山県,高岡市,（横田）,内免,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620201013,富山県,高岡市,（横田）,島,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620202000,富山県,高岡市,（下関）,,32,-,-,-,-,-,-,-,-,-,-,-,-,-,32,32
1620202001,富山県,高岡市,（下関）,京田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620202002,富山県,高岡市,（下関）,神主町,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620202003,富山県,高岡市,（下関）,寺町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620202004,富山県,高岡市,（下関）,関本町,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620202005,富山県,高岡市,（下関）,上関,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620202006,富山県,高岡市,（下関）,赤祖父,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620202007,富山県,高岡市,（下関）,大野,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620202008,富山県,高岡市,（下関）,古定塚,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620202009,富山県,高岡市,（下関）,下関,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620202010,富山県,高岡市,（下関）,中川,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620203000,富山県,高岡市,（北部）,,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620203001,富山県,高岡市,（北部）,あわら町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620203002,富山県,高岡市,（北部）,大坪町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620203003,富山県,高岡市,（北部）,向野町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620203004,富山県,高岡市,（北部）,開発町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620203005,富山県,高岡市,（北部）,地子木町,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620204000,富山県,高岡市,（二上）,,35,2,2,-,-,-,-,-,-,-,-,-,-,-,33,33
1620204001,富山県,高岡市,（二上）,八ケ,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620204002,富山県,高岡市,（二上）,二上,21,1,1,-,-,-,-,-,-,-,-,-,-,-,20,20
1620204003,富山県,高岡市,（二上）,下二上,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620204004,富山県,高岡市,（二上）,二上新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620204005,富山県,高岡市,（二上）,谷内,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620204006,富山県,高岡市,（二上）,城光寺,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620205000,富山県,高岡市,（伏木）,,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620205001,富山県,高岡市,（伏木）,国分,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620205002,富山県,高岡市,（伏木）,一宮,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620205003,富山県,高岡市,（伏木）,古府,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620205004,富山県,高岡市,（伏木）,矢田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620205005,富山県,高岡市,（伏木）,串岡,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620206000,富山県,高岡市,（能町）,,22,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22
1620206001,富山県,高岡市,（能町）,吉久,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620206002,富山県,高岡市,（能町）,能町,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620206003,富山県,高岡市,（能町）,角,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620206004,富山県,高岡市,（能町）,鷲北新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620206005,富山県,高岡市,（能町）,米島,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620206006,富山県,高岡市,（能町）,荻布,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620206007,富山県,高岡市,（能町）,江尻,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620207000,富山県,高岡市,（守山）,,66,1,1,-,-,-,-,-,-,-,-,-,-,-,65,63
1620207001,富山県,高岡市,（守山）,守山,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620207002,富山県,高岡市,（守山）,東海老坂,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620207003,富山県,高岡市,（守山）,西海老坂,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620207004,富山県,高岡市,（守山）,須田,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620207005,富山県,高岡市,（守山）,道重,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620207006,富山県,高岡市,（守山）,五十里,21,-,-,-,-,-,-,-,-,-,-,-,-,-,21,20
1620207007,富山県,高岡市,（守山）,板屋,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15,14
1620207008,富山県,高岡市,（守山）,百橋,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620208000,富山県,高岡市,（野村）,,46,-,-,-,-,-,-,-,-,-,-,-,-,-,46,46
1620208001,富山県,高岡市,（野村）,出来田,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620208002,富山県,高岡市,（野村）,井口本江,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620208003,富山県,高岡市,（野村）,三女子,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620208004,富山県,高岡市,（野村）,上石瀬,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620208005,富山県,高岡市,（野村）,下石瀬,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620208006,富山県,高岡市,（野村）,蓮花寺,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620208007,富山県,高岡市,（野村）,野村,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620209000,富山県,高岡市,（佐野）,,108,3,2,1,1,-,-,-,-,-,-,-,-,-,105,105
1620209001,富山県,高岡市,（佐野）,十二町島,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620209002,富山県,高岡市,（佐野）,北蔵新,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620209003,富山県,高岡市,（佐野）,紅屋,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620209004,富山県,高岡市,（佐野）,柳島,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620209005,富山県,高岡市,（佐野）,西藤平蔵,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13
1620209006,富山県,高岡市,（佐野）,下島町,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15
1620209007,富山県,高岡市,（佐野）,上佐野,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620209008,富山県,高岡市,（佐野）,諏訪佐野,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13
1620209009,富山県,高岡市,（佐野）,佐野,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620209010,富山県,高岡市,（佐野）,西佐野,4,1,1,-,-,-,-,-,-,-,-,-,-,-,3,3
1620209011,富山県,高岡市,（佐野）,東木津,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620209012,富山県,高岡市,（佐野）,西木津,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20,20
1620210000,富山県,高岡市,（二塚）,,95,4,2,2,2,-,-,-,-,-,-,-,-,-,91,91
1620210001,富山県,高岡市,（二塚）,下黒田,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620210002,富山県,高岡市,（二塚）,上黒田,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620210003,富山県,高岡市,（二塚）,林新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620210004,富山県,高岡市,（二塚）,東藤平蔵,13,-,-,-,-,-,-,-,-,-,-,-,-,-,13,13
1620210005,富山県,高岡市,（二塚）,林,26,-,-,-,-,-,-,-,-,-,-,-,-,-,26,26
1620210006,富山県,高岡市,（二塚）,西二塚,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620210007,富山県,高岡市,（二塚）,東二塚,8,1,1,-,-,-,-,-,-,-,-,-,-,-,7,7
1620210008,富山県,高岡市,（二塚）,西広上,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620210009,富山県,高岡市,（二塚）,上伏間江,11,2,-,2,2,-,-,-,-,-,-,-,-,-,9,9
1620210010,富山県,高岡市,（二塚）,下伏間江,4,1,1,-,-,-,-,-,-,-,-,-,-,-,3,3
1620211000,富山県,高岡市,（牧野）,,23,3,3,-,-,-,-,-,-,-,-,-,-,-,20,20
1620211001,富山県,高岡市,（牧野）,姫野,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620211002,富山県,高岡市,（牧野）,金屋,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620211003,富山県,高岡市,（牧野）,中曽根,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620211004,富山県,高岡市,（牧野）,上牧野,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620211005,富山県,高岡市,（牧野）,下牧野,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620212000,富山県,高岡市,（福田）,,34,3,3,-,-,-,-,-,-,-,-,-,-,-,31,31
1620212001,富山県,高岡市,（福田）,荒見崎,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620212002,富山県,高岡市,（福田）,蔵野町,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620212003,富山県,高岡市,（福田）,辻,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620212004,富山県,高岡市,（福田）,石塚,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620212005,富山県,高岡市,（福田）,上北島,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620212006,富山県,高岡市,（福田）,石名瀬,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620212007,富山県,高岡市,（福田）,和田,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620213000,富山県,高岡市,国吉村,,101,4,3,-,-,-,-,-,1,1,-,-,-,-,97,97
1620213001,富山県,高岡市,国吉村,答野島,11,1,1,-,-,-,-,-,-,-,-,-,-,-,10,10
1620213002,富山県,高岡市,国吉村,佐加野,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620213003,富山県,高岡市,国吉村,細池,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620213004,富山県,高岡市,国吉村,岩坪,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620213005,富山県,高岡市,国吉村,頭川,10,2,1,-,-,-,-,-,1,1,-,-,-,-,8,8
1620213006,富山県,高岡市,国吉村,手洗野,15,-,-,-,-,-,-,-,-,-,-,-,-,-,15,15
1620213007,富山県,高岡市,国吉村,月野谷,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620213008,富山県,高岡市,国吉村,笹八口,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620213009,富山県,高岡市,国吉村,五十辺,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620213010,富山県,高岡市,国吉村,江道,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620213011,富山県,高岡市,国吉村,境,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620213012,富山県,高岡市,国吉村,高辻,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620213013,富山県,高岡市,国吉村,八口,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620213014,富山県,高岡市,国吉村,四日市,22,-,-,-,-,-,-,-,-,-,-,-,-,-,22,22
1620214000,富山県,高岡市,太田村,,45,-,-,-,-,-,-,-,-,-,-,-,-,-,45,44
1620214001,富山県,高岡市,太田村,西田,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620214002,富山県,高岡市,太田村,谷内,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620214003,富山県,高岡市,太田村,山岸,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,6
1620214004,富山県,高岡市,太田村,伊勢領,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620214005,富山県,高岡市,太田村,中村,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620214006,富山県,高岡市,太田村,辰ノ口,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620214007,富山県,高岡市,太田村,旦保,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620214008,富山県,高岡市,太田村,雨晴,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620215000,富山県,高岡市,東五位村,,65,-,-,-,-,-,-,-,-,-,-,-,-,-,65,65
1620215001,富山県,高岡市,東五位村,中保,16,-,-,-,-,-,-,-,-,-,-,-,-,-,16,16
1620215002,富山県,高岡市,東五位村,樋詰,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620215003,富山県,高岡市,東五位村,六家,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620215004,富山県,高岡市,東五位村,内島南部,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620215005,富山県,高岡市,東五位村,内島北部,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620215006,富山県,高岡市,東五位村,池田,10,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10
1620215007,富山県,高岡市,東五位村,荒屋敷,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620215008,富山県,高岡市,東五位村,大源寺,14,-,-,-,-,-,-,-,-,-,-,-,-,-,14,14
1620215009,富山県,高岡市,東五位村,福田六家,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620216000,富山県,高岡市,石堤村,,88,5,3,2,1,-,1,-,-,-,-,-,-,-,83,81
1620216001,富山県,高岡市,石堤村,石堤,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620216002,富山県,高岡市,石堤村,六日市,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620216003,富山県,高岡市,石堤村,谷内,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620216004,富山県,高岡市,石堤村,麻生谷,33,2,2,-,-,-,-,-,-,-,-,-,-,-,31,30
1620216005,富山県,高岡市,石堤村,柴野,12,1,-,1,-,-,1,-,-,-,-,-,-,-,11,10
1620216006,富山県,高岡市,石堤村,十日市,5,-,-,-,-,-,-,-,-,-,-,-,-,-,5,5
1620216007,富山県,高岡市,石堤村,西広谷,12,1,-,1,1,-,-,-,-,-,-,-,-,-,11,11
1620216008,富山県,高岡市,石堤村,勝木原,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620216009,富山県,高岡市,石堤村,山川,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620217000,富山県,高岡市,立野村,,50,3,2,1,-,-,1,-,-,-,-,-,-,-,47,46
1620217001,富山県,高岡市,立野村,立野,17,-,-,-,-,-,-,-,-,-,-,-,-,-,17,17
1620217002,富山県,高岡市,立野村,渡、東石堤,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620217003,富山県,高岡市,立野村,出来野,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620217004,富山県,高岡市,立野村,高田島,13,1,1,-,-,-,-,-,-,-,-,-,-,-,12,12
1620217005,富山県,高岡市,立野村,荒又,7,1,-,1,-,-,1,-,-,-,-,-,-,-,6,6
1620217006,富山県,高岡市,立野村,笹川,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620217007,富山県,高岡市,立野村,高田新、下開発,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620218000,富山県,高岡市,小勢村２－１,,17,7,6,1,1,-,-,-,-,-,-,-,-,-,10,10
1620218001,富山県,高岡市,小勢村２－１,本保,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620218002,富山県,高岡市,小勢村２－１,小竹,5,1,1,-,-,-,-,-,-,-,-,-,-,-,4,4
1620218003,富山県,高岡市,小勢村２－１,今市,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620218004,富山県,高岡市,小勢村２－１,三ケ,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620218005,富山県,高岡市,小勢村２－１,上開発,3,1,1,-,-,-,-,-,-,-,-,-,-,-,2,2
1620218006,富山県,高岡市,小勢村２－１,駒方,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620219000,富山県,高岡市,小勢村２－２,,14,2,1,1,1,-,-,-,-,-,-,-,-,-,12,12
1620219001,富山県,高岡市,小勢村２－２,伊勢領,14,2,1,1,1,-,-,-,-,-,-,-,-,-,12,12
1620220000,富山県,高岡市,戸出町,,78,1,1,-,-,-,-,-,-,-,-,-,-,-,77,77
1620220001,富山県,高岡市,戸出町,戸出,12,-,-,-,-,-,-,-,-,-,-,-,-,-,12,12
1620220002,富山県,高岡市,戸出町,古戸出,8,-,-,-,-,-,-,-,-,-,-,-,-,-,8,8
1620220003,富山県,高岡市,戸出町,中之宮,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620220004,富山県,高岡市,戸出町,狼,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620220005,富山県,高岡市,戸出町,市野瀬,51,1,1,-,-,-,-,-,-,-,-,-,-,-,50,50
1620221000,富山県,高岡市,是戸村,,47,5,2,3,2,-,1,-,-,-,-,-,-,-,42,41
1620221001,富山県,高岡市,是戸村,延島,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620221002,富山県,高岡市,是戸村,竹北,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620221003,富山県,高岡市,是戸村,放寺新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620221004,富山県,高岡市,是戸村,竹,16,1,-,1,1,-,-,-,-,-,-,-,-,-,15,15
1620221005,富山県,高岡市,是戸村,光明寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620221006,富山県,高岡市,是戸村,行兼,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,3
1620221007,富山県,高岡市,是戸村,岡御所,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620221008,富山県,高岡市,是戸村,六十歩,9,-,-,-,-,-,-,-,-,-,-,-,-,-,9,9
1620221009,富山県,高岡市,是戸村,放寺,10,1,-,1,-,-,1,-,-,-,-,-,-,-,9,9
1620222000,富山県,高岡市,醍醐村,,31,7,5,2,2,-,-,-,-,-,-,-,-,-,24,24
1620222001,富山県,高岡市,醍醐村,須田,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620222002,富山県,高岡市,醍醐村,後正寺,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620222003,富山県,高岡市,醍醐村,今庄,12,1,1,-,-,-,-,-,-,-,-,-,-,-,11,11
1620222004,富山県,高岡市,醍醐村,油屋,3,1,-,1,1,-,-,-,-,-,-,-,-,-,2,2
1620222005,富山県,高岡市,醍醐村,横越,6,2,2,-,-,-,-,-,-,-,-,-,-,-,4,4
1620222006,富山県,高岡市,醍醐村,夏住,8,1,1,-,-,-,-,-,-,-,-,-,-,-,7,7
1620223000,富山県,高岡市,北般若村,,56,3,3,-,-,-,-,-,-,-,-,-,-,-,53,52
1620223001,富山県,高岡市,北般若村,西部金屋,13,1,1,-,-,-,-,-,-,-,-,-,-,-,12,12
1620223002,富山県,高岡市,北般若村,石代,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620223003,富山県,高岡市,北般若村,吉住新,6,-,-,-,-,-,-,-,-,-,-,-,-,-,6,6
1620223004,富山県,高岡市,北般若村,吉住,20,-,-,-,-,-,-,-,-,-,-,-,-,-,20,19
1620223005,富山県,高岡市,北般若村,大清水,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620223006,富山県,高岡市,北般若村,春日,6,1,1,-,-,-,-,-,-,-,-,-,-,-,5,5
1620223007,富山県,高岡市,北般若村,徳市,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620224000,富山県,高岡市,中田町,,21,3,2,1,1,-,-,-,-,-,-,-,-,-,18,18
1620224001,富山県,高岡市,中田町,中田,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620224002,富山県,高岡市,中田町,反保島,4,1,1,-,-,-,-,-,-,-,-,-,-,-,3,3
1620224003,富山県,高岡市,中田町,上麻生,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620224004,富山県,高岡市,中田町,下代,11,-,-,-,-,-,-,-,-,-,-,-,-,-,11,11
1620224005,富山県,高岡市,中田町,麻生,4,1,-,1,1,-,-,-,-,-,-,-,-,-,3,3
1620225000,富山県,高岡市,般若野村,,31,6,3,2,2,-,-,-,1,1,-,-,-,-,25,25
1620225001,富山県,高岡市,般若野村,常国,7,-,-,-,-,-,-,-,-,-,-,-,-,-,7,7
1620225002,富山県,高岡市,般若野村,滝,3,1,-,-,-,-,-,-,1,1,-,-,-,-,2,2
1620225003,富山県,高岡市,般若野村,今泉,6,4,2,2,2,-,-,-,-,-,-,-,-,-,2,2
1620225004,富山県,高岡市,般若野村,東保新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620225005,富山県,高岡市,般若野村,今泉新,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
1620225006,富山県,高岡市,般若野村,島新,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
1620225007,富山県,高岡市,般若野村,下山田,4,-,-,-,-,-,-,-,-,-,-,-,-,-,4,4
1620225008,富山県,高岡市,般若野村,山下,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
1620225009,富山県,高岡市,般若野村,小泉新,3,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3
